source_dir,project_slug,owner_repo,case_key,run_id,run_dir,ok,final_status,manifest_present,reported_failed_block,failure_category,failure_subcategory,error_signature,error_excerpt,evidence_source
installamatic-runs-rerun-failures-3,sciphi-ai-r2r,SciPhi-AI/R2R,SciPhi-AI/R2R@712defb,installamatic-r2r,installamatic-runs-rerun-failures-3/state/sciphi-ai-r2r/R2R/runs/installamatic-r2r,False,failed,True,30-project-dependencies,python_dependency_resolution,project-dependencies,block failed: 50-test-tooling,block failed: 50-test-tooling,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
installamatic-runs-rerun-failures-3,microsoft-qlib,microsoft/qlib,microsoft/qlib@ca9f186,installamatic-qlib,installamatic-runs-rerun-failures-3/state/microsoft-qlib/qlib/runs/installamatic-qlib,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
installamatic-runs-rerun-failures-3,jxnl-instructor,jxnl/instructor,jxnl/instructor@959097e,installamatic-instructor,installamatic-runs-rerun-failures-3/state/jxnl-instructor/instructor/runs/installamatic-instructor,False,failed,True,50-test-tooling,test_tooling_or_collection,test-tooling,block failed: 50-test-tooling,block failed: 50-test-tooling,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-5.4-multiblock,aarora4-whisper,aarora4/whisper,aarora4/whisper@24bed798a8d7162ac08cc806176cecc46b3cb05a,setupbench-whisper,setupbench-runs-all-gpt-5.4-multiblock/state/aarora4-whisper/whisper/runs/setupbench-whisper,False,incomplete_missing_manifest,False,10-system-packages,incomplete_or_missing_trace,missing_manifest,manifest unavailable: missing_file,manifest unavailable: missing_file,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-5.4-multiblock,servo-servo,servo/servo,servo/servo@e199a67dac1aa3c74fb86f103c13ae78ce523f20,setupbench-servo,setupbench-runs-all-gpt-5.4-multiblock/state/servo-servo/servo/runs/setupbench-servo,False,failed,True,50-test-tooling,test_tooling_or_collection,test-tooling,block failed: 50-test-tooling,block failed: 50-test-tooling,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,dishait-tov-template,dishait/tov-template,dishait/tov-template@39c0898b29f4bf51da8321f765fabd197bd2d592,setupbench-tov-template,setupbench-runs-all-gpt-4.1-2rerun/state/dishait-tov-template/tov-template/runs/setupbench-tov-template,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,aarora4-whisper,aarora4/whisper,aarora4/whisper@24bed798a8d7162ac08cc806176cecc46b3cb05a,setupbench-whisper,setupbench-runs-all-gpt-4.1-2rerun/state/aarora4-whisper/whisper/runs/setupbench-whisper,False,failed,True,01-system-python,python_runtime_or_venv,venv_or_pip_or_tempdir,:4 http://archive.ubuntu.com/ubuntu noble InRelease\nGet:9 http://archive.ubuntu.com/ubuntu noble-updates InRelease [126 kB]\nIgn:9 http://archive.ubuntu.com/ubuntu noble-updates InRelease\nGet:10 http://archive.ubuntu.com/ubuntu noble-backports InRelease [126 kB]\nGet:11 http...,:4 http://archive.ubuntu.com/ubuntu noble InRelease\nGet:9 http://archive.ubuntu.com/ubuntu noble-updates InRelease [126 kB]\nIgn:9 http://archive.ubuntu.com/ubuntu noble-updates InRelease\nGet:10 http://archive.ubuntu.com/ubuntu noble-backports InRelease [126 kB]\nGet:11 http://archive.ubuntu.com/ubuntu noble/universe amd64 Packages [19.3 MB]\nIgn:10 http://archive.ubuntu.com/ubuntu noble-backports InRelease\nGet:12 http://archive.ubuntu.com/ubuntu noble/main amd64 Packages [1808 kB]\nGet:13 http://archive.ubuntu.com/ubuntu noble/restricted amd64 Packages [117 kB]\nGet:14 http://archive.ubuntu.com/ubuntu noble/multiverse amd64 Packages [331 kB]\nGet:15 http://archive.ubuntu.com/ubuntu no...,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,reflex-dev-reflex,reflex-dev/reflex,reflex-dev/reflex@8657976a6e4b6b6aef305ee7f6154907bac86870,setupbench-reflex,setupbench-runs-all-gpt-4.1-2rerun/state/reflex-dev-reflex/reflex/runs/setupbench-reflex,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,pallets-click,pallets/click,pallets/click@14f735cf59618941cf2930e633eb77651b1dc7cb,setupbench-click,setupbench-runs-all-gpt-4.1-2rerun/state/pallets-click/click/runs/setupbench-click,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,testing-cabal-testtools,testing-cabal/testtools,testing-cabal/testtools@ef5c465bbf95f1915f06ec5a4080809932566757,setupbench-testtools,setupbench-runs-all-gpt-4.1-2rerun/state/testing-cabal-testtools/testtools/runs/setupbench-testtools,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,dstl-stone-soup,dstl/Stone-Soup,dstl/Stone-Soup@4b6bd37813d4c96e3efa63847ab3f1ea7153a508,setupbench-stone-soup,setupbench-runs-all-gpt-4.1-2rerun/state/dstl-stone-soup/Stone-Soup/runs/setupbench-stone-soup,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,nvbn-thefuck,nvbn/thefuck,nvbn/thefuck@c7e7e1d884d3bb241ea6448f72a989434c2a35ec,setupbench-thefuck,setupbench-runs-all-gpt-4.1-2rerun/state/nvbn-thefuck/thefuck/runs/setupbench-thefuck,False,failed,True,04-pytest-collect,test_tooling_or_collection,pytest-collect,block failed: 04-pytest-collect,block failed: 04-pytest-collect,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,ta-lib-ta-lib-python,TA-Lib/ta-lib-python,TA-Lib/ta-lib-python@0c957ed45e6371925cf0e4f44cc06833306c659c,setupbench-ta-lib-python,setupbench-runs-all-gpt-4.1-2rerun/state/ta-lib-ta-lib-python/ta-lib-python/runs/setupbench-ta-lib-python,False,failed,True,,docker_or_container_runtime,container_runtime,"docker run failed: docker: Error response from daemon: Conflict. The container name ""/pheragent-setupbench-setupbench-ta-lib-python-c1"" is already in use by container ""3035f170df9803cb5ac7aaeeff4ec1b76196b9537a57f8b4803fdc1bd2ee8a1f"". You have to remove (or rename) that contai...","docker run failed: docker: Error response from daemon: Conflict. The container name ""/pheragent-setupbench-setupbench-ta-lib-python-c1"" is already in use by container ""3035f170df9803cb5ac7aaeeff4ec1b76196b9537a57f8b4803fdc1bd2ee8a1f"". You have to remove (or rename) that container to be able to reuse that name. Run 'docker run --help' for more information",statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,openai-openai-node,openai/openai-node,openai/openai-node@8958d9711b66e0cbacf816b7b4538217016beb0b,setupbench-openai-node,setupbench-runs-all-gpt-4.1-2rerun/state/openai-openai-node/openai-node/runs/setupbench-openai-node,False,failed,True,,docker_or_container_runtime,container_runtime,docker run failed:,docker run failed:,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,monero-project-monero,monero-project/monero,monero-project/monero@84685492e63867b72fc6412093273ecd625190d1,setupbench-monero,setupbench-runs-all-gpt-4.1-2rerun/state/monero-project-monero/monero/runs/setupbench-monero,False,failed,True,,docker_or_container_runtime,container_runtime,"docker run failed: docker: Error response from daemon: Conflict. The container name ""/pheragent-setupbench-setupbench-monero-c1"" is already in use by container ""ac16e362aa065631c1aa6404b5b550fde2384a28ba7ec3613689743a447c32c1"". You have to remove (or rename) that container to...","docker run failed: docker: Error response from daemon: Conflict. The container name ""/pheragent-setupbench-setupbench-monero-c1"" is already in use by container ""ac16e362aa065631c1aa6404b5b550fde2384a28ba7ec3613689743a447c32c1"". You have to remove (or rename) that container to be able to reuse that name. Run 'docker run --help' for more information",statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,openai-whisper,openai/whisper,openai/whisper@517a43ecd132a2089d85f4ebc044728a71d49f6e,setupbench-whisper,setupbench-runs-all-gpt-4.1-2rerun/state/openai-whisper/whisper/runs/setupbench-whisper,False,incomplete_missing_manifest,False,20-runtime-toolchain,incomplete_or_missing_trace,missing_manifest,manifest unavailable: missing_file,manifest unavailable: missing_file,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,public-apis-public-apis,public-apis/public-apis,public-apis/public-apis@b354ba6f4fc596b72db80c5a4051be4d837f6cf6,setupbench-public-apis,setupbench-runs-all-gpt-4.1-2rerun/state/public-apis-public-apis/public-apis/runs/setupbench-public-apis,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,psf-black,psf/black,psf/black@c20423249e9d8dfb8581eebbfc67a13984ee45e9,setupbench-black,setupbench-runs-all-gpt-4.1-2rerun/state/psf-black/black/runs/setupbench-black,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,nedbat-coveragepy,nedbat/coveragepy,nedbat/coveragepy@9d0eb0237359978b3a650f9da444e7f3ae7233e2,setupbench-coveragepy,setupbench-runs-all-gpt-4.1-2rerun/state/nedbat-coveragepy/coveragepy/runs/setupbench-coveragepy,False,failed,True,03-build-test-prep,docker_or_container_runtime,container_runtime,docker run failed:,docker run failed:,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,apache-cassandra,apache/cassandra,apache/cassandra@73cd2c56ca07fc4bd1c77a7a45e1d6e27941fefa,setupbench-cassandra,setupbench-runs-all-gpt-4.1-2rerun/state/apache-cassandra/cassandra/runs/setupbench-cassandra,False,failed,True,,oracle_or_final_validation_failure,final_clean_replay_failed,final clean replay failed,final clean replay failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,servo-servo,servo/servo,servo/servo@e199a67dac1aa3c74fb86f103c13ae78ce523f20,setupbench-servo,setupbench-runs-all-gpt-4.1-2rerun/state/servo-servo/servo/runs/setupbench-servo,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1-2rerun,ousret-charset-normalizer,Ousret/charset_normalizer,Ousret/charset_normalizer@816c998ef70ddb645cc2e3205f632708e365374d,setupbench-charset-normalizer,setupbench-runs-all-gpt-4.1-2rerun/state/ousret-charset-normalizer/charset_normalizer/runs/setupbench-charset-normalizer,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,bolsote-isoduration,bolsote/isoduration,bolsote/isoduration@ae0bd61507aa04e032402566a2c7c01a0402929c,setupbench-isoduration,setupbench-runs-all-gpt-4.1/state/bolsote-isoduration/isoduration/runs/setupbench-isoduration,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,fsspec-filesystem-spec,fsspec/filesystem_spec,fsspec/filesystem_spec@3ff5fcaff6a4845cdd1985594120105fb35ceb51,setupbench-filesystem-spec,setupbench-runs-all-gpt-4.1/state/fsspec-filesystem-spec/filesystem_spec/runs/setupbench-filesystem-spec,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,habitat-sh-habitat,habitat-sh/habitat,habitat-sh/habitat@5826ff8e54da8985c2aa66b894aa962c4cd5d09b,setupbench-habitat,setupbench-runs-all-gpt-4.1/state/habitat-sh-habitat/habitat/runs/setupbench-habitat,False,failed,True,02-rust-setup,docker_or_container_runtime,container_runtime,"docker run failed: docker: Error response from daemon: Conflict. The container name ""/pheragent-setupbench-setupbench-habitat-c3"" is already in use by container ""d6a741d2a6565fd555a841cc000d164fb692597510e2ff9b069914c0bab87e3f"". You have to remove (or rename) that container to...","docker run failed: docker: Error response from daemon: Conflict. The container name ""/pheragent-setupbench-setupbench-habitat-c3"" is already in use by container ""d6a741d2a6565fd555a841cc000d164fb692597510e2ff9b069914c0bab87e3f"". You have to remove (or rename) that container to be able to reuse that name. Run 'docker run --help' for more information",statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,pypa-packaging,pypa/packaging,pypa/packaging@4493dfcd95a893f676a7aa4bd17c547bea676371,setupbench-packaging,setupbench-runs-all-gpt-4.1/state/pypa-packaging/packaging/runs/setupbench-packaging,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,dishait-tov-template,dishait/tov-template,dishait/tov-template@39c0898b29f4bf51da8321f765fabd197bd2d592,setupbench-tov-template,setupbench-runs-all-gpt-4.1/state/dishait-tov-template/tov-template/runs/setupbench-tov-template,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,aarora4-whisper,aarora4/whisper,aarora4/whisper@24bed798a8d7162ac08cc806176cecc46b3cb05a,setupbench-whisper,setupbench-runs-all-gpt-4.1/state/aarora4-whisper/whisper/runs/setupbench-whisper,False,failed,True,02-python-deps,python_dependency_resolution,python-deps,block failed: 02-python-deps,block failed: 02-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,johnpapa-vscode-angular-snippets,johnpapa/vscode-angular-snippets,johnpapa/vscode-angular-snippets@1551fe19c3d8a915b5978c0f143279021fa66e84,setupbench-vscode-angular-snippets,setupbench-runs-all-gpt-4.1/state/johnpapa-vscode-angular-snippets/vscode-angular-snippets/runs/setupbench-vscode-angular-snippets,False,failed,True,,docker_or_container_runtime,container_runtime,"docker run failed: docker: Error response from daemon: Conflict. The container name ""/pheragent-setupbench-setupbench-vscode-angular-snippets-c1"" is already in use by container ""00154c01c5cd2928eacbc22b1be85cb9c18b094e932853244e05660b762a488b"". You have to remove (or rename) t...","docker run failed: docker: Error response from daemon: Conflict. The container name ""/pheragent-setupbench-setupbench-vscode-angular-snippets-c1"" is already in use by container ""00154c01c5cd2928eacbc22b1be85cb9c18b094e932853244e05660b762a488b"". You have to remove (or rename) that container to be able to reuse that name. Run 'docker run --help' for more information",statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,reflex-dev-reflex,reflex-dev/reflex,reflex-dev/reflex@8657976a6e4b6b6aef305ee7f6154907bac86870,setupbench-reflex,setupbench-runs-all-gpt-4.1/state/reflex-dev-reflex/reflex/runs/setupbench-reflex,False,failed,True,01-system-deps,docker_or_container_runtime,container_runtime,"docker run failed: docker: Error response from daemon: Conflict. The container name ""/pheragent-setupbench-setupbench-reflex-c7"" is already in use by container ""c94834b46c9519dc58e3f1a4488e4cb44231e9e1734cd7f29a033ce49fa46cc2"". You have to remove (or rename) that container to...","docker run failed: docker: Error response from daemon: Conflict. The container name ""/pheragent-setupbench-setupbench-reflex-c7"" is already in use by container ""c94834b46c9519dc58e3f1a4488e4cb44231e9e1734cd7f29a033ce49fa46cc2"". You have to remove (or rename) that container to be able to reuse that name. Run 'docker run --help' for more information",statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,pallets-click,pallets/click,pallets/click@14f735cf59618941cf2930e633eb77651b1dc7cb,setupbench-click,setupbench-runs-all-gpt-4.1/state/pallets-click/click/runs/setupbench-click,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,testing-cabal-testtools,testing-cabal/testtools,testing-cabal/testtools@ef5c465bbf95f1915f06ec5a4080809932566757,setupbench-testtools,setupbench-runs-all-gpt-4.1/state/testing-cabal-testtools/testtools/runs/setupbench-testtools,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,dstl-stone-soup,dstl/Stone-Soup,dstl/Stone-Soup@4b6bd37813d4c96e3efa63847ab3f1ea7153a508,setupbench-stone-soup,setupbench-runs-all-gpt-4.1/state/dstl-stone-soup/Stone-Soup/runs/setupbench-stone-soup,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,nvbn-thefuck,nvbn/thefuck,nvbn/thefuck@c7e7e1d884d3bb241ea6448f72a989434c2a35ec,setupbench-thefuck,setupbench-runs-all-gpt-4.1/state/nvbn-thefuck/thefuck/runs/setupbench-thefuck,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,falconry-falcon,falconry/falcon,falconry/falcon@cae50da40454a361fec84e58d4b44bedc5b6c0cd,setupbench-falcon,setupbench-runs-all-gpt-4.1/state/falconry-falcon/falcon/runs/setupbench-falcon,False,failed,True,03-pytest-collect,docker_or_container_runtime,container_runtime,docker run failed: b48ddcd79335f44a389aafa406593e04b2ce3e760ca0f6165b60836053f7770e,docker run failed: b48ddcd79335f44a389aafa406593e04b2ce3e760ca0f6165b60836053f7770e,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,microsoft-typescript-vue-starter,microsoft/TypeScript-Vue-Starter,microsoft/TypeScript-Vue-Starter@c4517422dac9a539f899d11709ca9f560e51937b,setupbench-typescript-vue-starter,setupbench-runs-all-gpt-4.1/state/microsoft-typescript-vue-starter/TypeScript-Vue-Starter/runs/setupbench-typescript-vue-starter,False,failed,True,01-system-node,docker_or_container_runtime,container_runtime,docker run failed:,docker run failed:,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,ta-lib-ta-lib-python,TA-Lib/ta-lib-python,TA-Lib/ta-lib-python@0c957ed45e6371925cf0e4f44cc06833306c659c,setupbench-ta-lib-python,setupbench-runs-all-gpt-4.1/state/ta-lib-ta-lib-python/ta-lib-python/runs/setupbench-ta-lib-python,False,failed,True,01-system-deps,system_package_installation,system-deps,"2026-06-19 02:03:39 URL:https://codeload.github.com/TA-Lib/ta-lib/zip/refs/tags/v0.4.0 [1936900] -> ""/tmp/ta-lib-v0.4.0.zip"" [1] sh: 1: unzip: not found","2026-06-19 02:03:39 URL:https://codeload.github.com/TA-Lib/ta-lib/zip/refs/tags/v0.4.0 [1936900] -> ""/tmp/ta-lib-v0.4.0.zip"" [1] sh: 1: unzip: not found",statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,openai-openai-node,openai/openai-node,openai/openai-node@8958d9711b66e0cbacf816b7b4538217016beb0b,setupbench-openai-node,setupbench-runs-all-gpt-4.1/state/openai-openai-node/openai-node/runs/setupbench-openai-node,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,monero-project-monero,monero-project/monero,monero-project/monero@84685492e63867b72fc6412093273ecd625190d1,setupbench-monero,setupbench-runs-all-gpt-4.1/state/monero-project-monero/monero/runs/setupbench-monero,False,failed,True,10-system-deps,docker_or_container_runtime,container_runtime,docker run failed:,docker run failed:,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,celery-celery,celery/celery,celery/celery@03e3359320c9f72507a32a51ab61605db503da98,setupbench-celery,setupbench-runs-all-gpt-4.1/state/celery-celery/celery/runs/setupbench-celery,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,public-apis-public-apis,public-apis/public-apis,public-apis/public-apis@b354ba6f4fc596b72db80c5a4051be4d837f6cf6,setupbench-public-apis,setupbench-runs-all-gpt-4.1/state/public-apis-public-apis/public-apis/runs/setupbench-public-apis,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,psf-black,psf/black,psf/black@c20423249e9d8dfb8581eebbfc67a13984ee45e9,setupbench-black,setupbench-runs-all-gpt-4.1/state/psf-black/black/runs/setupbench-black,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,nedbat-coveragepy,nedbat/coveragepy,nedbat/coveragepy@9d0eb0237359978b3a650f9da444e7f3ae7233e2,setupbench-coveragepy,setupbench-runs-all-gpt-4.1/state/nedbat-coveragepy/coveragepy/runs/setupbench-coveragepy,False,failed,True,01-system-deps,python_runtime_or_venv,venv_or_pip_or_tempdir,\nPython 3.12.3\npip 24.0 from /usr/lib/python3/dist-packages/pip (python 3.12)\n[pheragent] repair: Install python3 and python3-venv with apt for Ubuntu 24.04\nHit:1 https://download.docker.com/linux/ubuntu noble InRelease\nHit:2 http://security.ubuntu.com/ubuntu noble-securi...,\nPython 3.12.3\npip 24.0 from /usr/lib/python3/dist-packages/pip (python 3.12)\n[pheragent] repair: Install python3 and python3-venv with apt for Ubuntu 24.04\nHit:1 https://download.docker.com/linux/ubuntu noble InRelease\nHit:2 http://security.ubuntu.com/ubuntu noble-security InRelease\nHit:3 http://archive.ubuntu.com/ubuntu noble InRelease\nHit:4 http://archive.ubuntu.com/ubuntu noble-updates InRelease\nHit:5 http://archive.ubuntu.com/ubuntu noble-backports InRelease\nReading package lists...\nReading package lists...\nBuilding dependency tree...\nReading state information...\npython3 is already the newest version (3.12.3-0ubuntu2.1).\npython3-venv is already the newest version (3.12....,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,openstack-stevedore,openstack/stevedore,openstack/stevedore@51134a4dc04872df9f736e5ae52d4b665c40e364,setupbench-stevedore,setupbench-runs-all-gpt-4.1/state/openstack-stevedore/stevedore/runs/setupbench-stevedore,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,apache-cassandra,apache/cassandra,apache/cassandra@73cd2c56ca07fc4bd1c77a7a45e1d6e27941fefa,setupbench-cassandra,setupbench-runs-all-gpt-4.1/state/apache-cassandra/cassandra/runs/setupbench-cassandra,False,failed,True,,oracle_or_final_validation_failure,oracle_validation_failed,oracle validation failed,oracle validation failed,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,servo-servo,servo/servo,servo/servo@e199a67dac1aa3c74fb86f103c13ae78ce523f20,setupbench-servo,setupbench-runs-all-gpt-4.1/state/servo-servo/servo/runs/setupbench-servo,False,failed,True,,docker_or_container_runtime,container_runtime,"failed to prepare container workdir: unable to upgrade to tcp, received 409","failed to prepare container workdir: unable to upgrade to tcp, received 409",statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,python-hyper-rfc3986,python-hyper/rfc3986,python-hyper/rfc3986@75e77baed146976442bb11d4adda0eb322c6a6b5,setupbench-rfc3986,setupbench-runs-all-gpt-4.1/state/python-hyper-rfc3986/rfc3986/runs/setupbench-rfc3986,False,failed,True,00-preflight,docker_or_container_runtime,container_runtime,docker commit failed: Error response from daemon: No such container: pheragent-setupbench-setupbench-rfc3986-c1,docker commit failed: Error response from daemon: No such container: pheragent-setupbench-setupbench-rfc3986-c1,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
setupbench-runs-all-gpt-4.1,ousret-charset-normalizer,Ousret/charset_normalizer,Ousret/charset_normalizer@816c998ef70ddb645cc2e3205f632708e365374d,setupbench-charset-normalizer,setupbench-runs-all-gpt-4.1/state/ousret-charset-normalizer/charset_normalizer/runs/setupbench-charset-normalizer,False,failed,True,02-python-deps,docker_or_container_runtime,container_runtime,"docker run failed: docker: Error response from daemon: Conflict. The container name ""/pheragent-setupbench-setupbench-charset-normalizer-c6"" is already in use by container ""cf5f09ede7e345040dca846d4840d1a6fa438725c6db12fc9f01fd75e67545bc"". You have to remove (or rename) that c...","docker run failed: docker: Error response from daemon: Conflict. The container name ""/pheragent-setupbench-setupbench-charset-normalizer-c6"" is already in use by container ""cf5f09ede7e345040dca846d4840d1a6fa438725c6db12fc9f01fd75e67545bc"". You have to remove (or rename) that container to be able to reuse that name. Run 'docker run --help' for more information",statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,nano-graphrag,,nano-graphrag,repo2run-gpt-4o-20241120-nano-graphrag,projects-repo2run/nano-graphrag/.pheragent/runs/repo2run-gpt-4o-20241120-nano-graphrag,False,failed,True,30-python-dependencies,python_dependency_resolution,python-dependencies,block failed: 30-python-dependencies,block failed: 30-python-dependencies,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,ENOVA,,ENOVA,repo2run-gpt-4o-20241120-enova,projects-repo2run/ENOVA/.pheragent/runs/repo2run-gpt-4o-20241120-enova,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,LaVague,,LaVague,repo2run-gpt-4o-20241120-lavague,projects-repo2run/LaVague/.pheragent/runs/repo2run-gpt-4o-20241120-lavague,False,incomplete_missing_manifest,False,50-test-tooling,incomplete_or_missing_trace,missing_manifest,manifest unavailable: missing_file,manifest unavailable: missing_file,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,rageval,,rageval,repo2run-gpt-4o-20241120-rageval,projects-repo2run/rageval/.pheragent/runs/repo2run-gpt-4o-20241120-rageval,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
projects-repo2run,instructlab,,instructlab,repo2run-gpt-4o-20241120-instructlab,projects-repo2run/instructlab/.pheragent/runs/repo2run-gpt-4o-20241120-instructlab,False,failed,True,30-python-deps,python_dependency_resolution,python-deps,block failed: 30-python-deps,block failed: 30-python-deps,statistic/all_trajectory_runs.csv manifest_error + first_failed_block
